﻿RecipeId,Name,CookTime,Images,RecipeCategory,Keywords,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
768,Bir sürü çilek turtası,PT1H,character(0),Kek,"C (""tatlı"", ""düşük protein"", ""<60 dakika"", ""fırın"")","C (""şeker"", ""tuz"", ""mısır nişastası"", ""tarçın"", ""yaban mersini"", ""çilek"", ""blackberry"", ""kırmızı ahududu"", ""su"", ""limon suyu"", ""tereyağı"", ""margarin"")",4.5,3,394.3,18.1,5.6,7.6,280.2,56.3,4,29,3.4,"C (""Bir tencerede şeker, tuz, mısır nişastası ve tarçın birleştirin."", ""Meyvelerde karıştırın."", ""Su ve limon suyu ekleyin."", ""Sadece kaynama noktasına orta ateşte pişirin.""Tereyağlı Pasta Kabuğu. "","" Kafes veya tam kabuk ile üst.Yaklaşık 45 dakika veya kabuk altın olana kadar. "")"
772,Az yağlı çilek tereyağı,PT41M,character(0),çilek,"C (""Meyveler"", ""Meyve"", ""Ücretsiz ..."", ""<15 dakika"", ""soba üst"", ""kolay"")","C (""çilek"", ""elma şarabı"", ""tatlım"", ""vanilya"", ""tarçın"")",4,3,135.9,0.5,0,0,2.7,34.9,3.1,30.1,1.1,"C (""Tüm malzemeleri orta bir tencerede birleştirin."", ""kaynatın, kaynamaya indirin ve meyveler yumuşak olana kadar pişirin. Süzün, meyve sularını ayırın.ve pürüzsüz olana kadar püre haline getirin."
773,Barbekü Ranchero Tavuk Salatası,PT1H9M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picCIEZNu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/pic3iAiEN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picfnzeSe.jpg"")",Tavuk göğsü,"C (""Tavuk"", ""Kümes hayvanları"", ""peynir"", ""siyah fasulye"", ""mısır"", ""fasulye"", ""sebze"", ""et"", ""ücretsiz ..."", ""broil/ızgara"", ""<15 dakika "","" Fırın "")","C (""Kemiksiz Derisiz Tavuk Göğüs Yarısı"", ""Barbekü Sosu"", ""Domates"", ""Kırmızı Dolmalı Biber"", ""Bütün Çekirdek Mısır"", ""Konserve Siyah Fasulye"", ""Olgun Zeytinler"", ""Yeşil Soğanlar"", ""Chili Tozu"","" kimyon "")",5,13,301.7,6,1,78.1,1002.9,34.6,4.1,10.5,28.6,"C (""Tavuğun her iki tarafını barbekü sosu ile fırçalayın; ızgara veya kızartın yaklaşık 5 \"" yan başına 6 dakika veya meyve suları temiz olana kadar. "","" Bu arada büyük bir kasede marul, domates, 3/4 fincan peynir, mısır, siyah fasulye, zeytin ve yeşil soğan. ""Tavuğu çapraz 1/2 \ ""kalın dilimler halinde kesin; marul üzerinde düzenleyin. Salataları pansumanla çiseleyin ve kalan 3/4 su bardağı peynir serpin. Tavuk, servis yapmadan önce 1 güne kadar pişirilebilir, soğutulabilir, kaplı ve soğutulabilir.""
""Tavuk veya soğutulmuş olarak servis edilir."", ""Marul karışımı ve giyinme ayrı ayrı hazırlanabilir, servis yapmadan 4 saate kadar soğutulabilir ve soğutulabilir."")"
776,Az yağlı yaban mersini homurdanması,PT45M,character(0),Tatlı,"C (""Meyveler"", ""Meyve"", ""Düşük Protein"", ""Düşük Kolesterol"", ""Sağlıklı"", ""<60 dakika"", ""soba üst"")","C (""yaban mersini"", ""açık kahverengi şeker"", ""ağartılmamış un"", ""tam buğday hamur işi unu"", ""kabartma tozu"", ""tuz"", ""tarçın"", ""hindistan cevizi"", ""süt"")",5,4,243.3,1.4,0.6,3.2,186.8,56.1,3.2,33.8,3.9,"C (""Büyük alüminyum olmayan tencerede, meyveleri ve 1/2 su bardağı kahverengi şekeri birleştirin."", ""Orta ateşte pişirin, bazen meyveler kaynatıncaya kadar karıştırın.Şeker, tarçın ve hindistan cevizi orta kaseye. "","" Süt ekleyin, sadece nemlendirmek için karıştırma. "","" Yemek kaşığı köfte kaynatma meyvelerine bırakın. "","" Sıkı oturan kapakla ört.""Kapak kaldırmadan pişirin, yaklaşık 15 dakika."", ""Hizmet etmek, büyük kaşık kullanarak, köfte kaseye aktarın."",
""Meyvelerle çevreleyin."", ""İki çatalla açılan köfte mola."", ""Sıcak servis, vanilyalı dondurma veya olmayan dondurulmuş vanilya tatlısı ile tepesinde."")"
777,Az yağlı karnabahar domates güveç,PT1H40M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/picDl5GqH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/picedZBs9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/picqHSP04.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/picxqlv1D.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/pic8W6jbw.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/pickVYQAI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/7/pic83YoQh.jpg"")",Karnabahar,"C (""Sebze"", ""Düşük Protein"", ""Düşük Kolesterol"", ""<15 dakika"", ""Fırın"")","C (""Karnabahar Floret"", ""Domates"", ""Tuz"", ""Biber"", ""Parmesan Peyniri"", ""İsviçre Peyniri"", ""Tartışmamış Tereyağı"")",5,9,130.9,5.4,3,13.5,431.7,15.8,4.1,5.9,7,"C (""Fırını 350F'ye önceden ısıtın."", ""Karnabaharı kaynar su üzerinde bir buharlı sepet içine yerleştirin."", ""4-5 dakika veya karnabahar neredeyse hassas olana kadar tencereyi ve buharla ört."","" Tuz ve karabiber serpin. "". "")"
778,Pastırma ile az yağlı karnabahar,PT35M,character(0),Karnabahar,"C (""sebze"", ""düşük kolesterol"", ""sağlıklı"", ""ücretsiz ..."", ""<15 dakika"", ""kolay"")","C (""Karnabahar Floret"", ""Bacon"", ""Yeşiller"")",5,5,75.6,5.2,1.7,7.7,121.2,5.2,2.3,2.2,3.1,"C (""Karnabahar bir vapur sepetine kaynar su üzerinde yerleştirin."", ""Kapak ve buharda yaklaşık 8 dakika veya neredeyse hassas olana kadar.""4-5 dakika veya kızarana kadar. """
779,Az yağlı fudge çubukları,PT40M,character(0),Çubuk kurabiye,"C (""tatlı"", ""kurabiye ve kek"", ""düşük kolesterol"", ""sağlıklı"", ""<60 dakika"", ""büyük gruplar için"", ""fırın"")","C (""Ağarsız un"", ""kakao tozu"", ""şeker"", ""tuz"", ""tatlı patates"", ""vanilya özü"", ""cevizler"")",5,3,74.3,0.4,0.2,0,13.1,17.7,1.1,12.8,1.7,"C (""İsterseniz un, yulaf kepeği, kakao, şeker ve tuzu birleştirin ve iyice karıştırmak için karıştırın."", ""Tatlı patates, yumurta akı ve vanilya özünü ekleyin ve iyice karıştırmak için karıştırın.""istenirse fındıklarda. "","" 8 inç kare bir tavayı yapışmaz pişirme spreyi ile kaplayın. "","" Karışımı tavaya eşit olarak yayın ve yaklaşık 25 dakika veya kenarlar sertleşene ve merkeze kadar pişirinneredeyse ayarlanmıştır. "","" Oda sıcaklığında serin, karelere kesilir ve servis yapın. "")"
780,Hint Baharatlı Tavuk,PT35M,character(0),Tavuk göğsü,"C (""Tavuk"", ""Kümes hayvanları"", ""et"", ""Asya"", ""Hint"", ""Çok düşük karbonhidratlar"", ""yüksek protein"", ""sağlıklı"", ""ücretsiz"", ""Yüksek ... "","" <15 dakika "")","C (""sarımsak"", ""su"", ""kırmızı biber"", ""zencefil"", ""cumin"", ""hindistan cevizi"", ""zerdeçal"", ""Cayenne Pepper"", ""Limon suyu"", ""Derisiz Tavuk Göğüsleri"", ""Limon Kama"")",5,12,302.5,8.7,1.7,151,275.9,3,0.8,0.5,50.6,"C (""Küçük kasede, yağ ve sarımsak karıştırın. Su, kırmızı biber, zencefil, kişniş, kimyon, hindistan cevizi, zerdeçal ve acı biberle karıştırın."", ""Kaşık 1 çorba kaşığı (15 ml) başka bir küçük kaseye karıştırın;Meyve suyunu bir kenara bırakın.oda sıcaklığında 30 dakika.) Tavuk, aşağı, yağlı ızgaraya orta-yüksek ateşte yerleştirin ve 5 dakika pişirin.
""Ayrılmış limon karışımı ile eti çevirin ve fırçalayın. Kapağı kapatın ve pişirin, sık sık dönerek, yaklaşık 12 dakika daha uzun süre veya tavuk artık içeride pembeye kadar ve tavuk delindiğinde meyve suları net çalışın."", ""Limon takozlarıyla servis yapın."")"
782,Az yağlı patates Romanoff,PT1H38M,character(0),Patates,"C (""peynir"", ""sebze"", ""ücretsiz ..."", ""<15 dakika"", ""fırın"", ""soba üst"")","C (""patates"", ""tereyağı"", ""az yağlı ekşi krema"", ""yeşil soğan"", ""az yağlı çedar peyniri"", ""tuz"", ""biber"", ""kırmızı biber"")",5,4,224.7,8.6,5.3,25.8,575.2,27.7,3.4,1.5,10,"C (""Patatesleri hassas olana kadar kaynatın."", ""Tereyağı, ekşi krema, soğan, 3/4 su bardağı peynir, tuz ve karabiber ile püre."", ""Karışımı tereyağlı 1-1/2 litre güveç içine çevirin. Kalan peynir ve serpin.Paprika. "","" 40 dakika boyunca 350 derecede ortaya çıkarıldı. "")"
789,Lazanya pinkuşları,PT1H,character(0),Kümes hayvanları,"C (""Et"", ""Avrupa"", ""<60 dakika"", ""Fırın"")","C (""Türkiye"", ""Tavuk"", ""Kısmi Skim Ricotta Peyniri"", ""Kısmi Skim Mozzarella Peyniri"", ""Parmesan Peyniri"", ""Yumurta İkamesi"", ""Taze Maydanoz"")",2,13,302.3,12.8,7,57.8,332.3,21,0.8,1,24.6,"C (""Fırını 375'e önceden ısıtın."", ""Dikdörtgen 2-litrelik pişirme kabını yapışmaz pişirme spreyi ile kaplayın."", ""Yapışmaz tavada kahverengi hindi. Türkiye yemek pişirirken ricotta, mozzarella, parmesan, yumurta ve maydanozOrta karıştırma kasesinde karıştırın. ""Türkiye ve ısıda sosu dökün. "","" Folyo ile ört. ""
""30 ila 35 dakika veya ısıtılana kadar pişirin."", ""Servis yapmadan 5 dakika bekletin."")"
790,Pişmiş kırmızı soğan,PT40M,character(0),Soğan,"C (""Sebze"", ""<15 dakika"", ""Fırın"")","C (""kırmızı soğan"", ""limon"", ""zeytinyağı"", ""kuru üzüm"", ""port şarabı"", ""elma şarabı sirkesi"", ""kahverengi şeker"", ""biber"")",4,1,160.2,9.1,1.3,0,5.3,17.7,1.5,11.5,1.1,"C (""Büyük tencerede, soğanları ve limon kabuğunu suyla örtün;"" 5 dakika kaynatın ve kaynatın.Soğan soyun ve 13x9 inç güveç içinde düzenleyin. ""30 dakika veya meyve suları şurup olana kadar pişirin. "")"
794,Limon pastası,PT55M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/piclcXrbi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picjS6mNR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picPnrC8k.jpg"")",Tatlı,"C (""<60 dakika"", ""fırın"")","C (""Yumurta"", ""Kanola Yağı"", ""Su"", ""Şekerleme Şeker"", ""Limon Suyu"")",5,14,506.8,22.4,2.6,75.4,409.5,72.3,0.6,53.3,5.5,"C (""Birlikte karıştırın; 4 dakikayı çırpın. Yağlanmış tüp tavasına koyun."", ""350 ° F fırında 35-40 dakika pişirin."", ""Serin, sonra soğutulmuş kekin üstünü çatalla delin."", ""Şekerleyicilerin şeker ve limon suyundan krema yapın, kekin üzerinde çiseleyin. "")"
800,Limonata pastası,PT35M,character(0),Tatlı,"C (""Meyve"", ""<15 dakika"", ""Fırın"")","C (""su"", ""yumurta"", ""şeker"")",4,4,5926.7,245.7,36.5,754.4,4123.3,901.6,7,692.8,55.5,"C (""Fırını 300'e önceden ısıtın."", ""Bir Bundt Tavası Gres ve Un.Jello ekleyin ve 3 dakika çırpın. "","" Bundt tavaya dönüş.Hala uyarın, tavanın kenarlarından gevşetin ama tavada kek bırakın. "","" Kekin üzerine limonata karışımı dökün, yanlardan aşağı koşmasına izin ver. "",
""Biraz limonata karışımından tasarruf edin. Pastanızı çıkardığınızda, raf biraz balmumu kağıdı rafın altına koyun ve tasarruflu limonata karışımını kekin üzerine dök. Bu kek sadece ilahi. Keyfini çıkarın ..."")"
801,Sıcak Fudge Pudding Kek,PT36M,character(0),Tatlı,"C (""Düşük Protein"", ""Düşük Kolesterol"", ""Sağlıklı"", ""<15 dakika"", ""Fırın"")","C (""Buttermilk Pişirme Karışımı"", ""Şeker"", ""Süt"", ""Vanilya"", ""Su"")",5,3,252.4,5,1.9,3.3,229.8,52.2,2.9,36,3.8,"C (""Fırını 350 dereceye kadar ısıtın."", ""Yağlanmış bir 8 \"" kare pişirme kabında, pişirme karışımı, 1/2 su bardağı şeker ve 3 tbs. Kakao. "","" Süt ve vanilyayı harmanlayana kadar karıştırın. "",,.""Kalan 1/3 su bardağı kakao ve 1/2 su bardağı şekerle eşit olarak serpin."", ""Üstüne su dökün (karıştırmaya gerek yok)."", ""40 dakika pişirin. Ya da üst sağlam olana kadar."", ""Hafifçe tozla.Şekerler. "","" Tatlı kaselerle sıcakken kaşık. """
808,Buzlu Kahve II,PT59M,character(0),İçecek,"C (""düşük kolesterol"", ""sağlıklı"", ""<15 dakika"", ""buzdolabı"", ""kolay"")",Karakter (0),4,3,241,0.5,0.2,0,37,41.1,0,0,12.2,"C (""Her 8-10 oz ısıtılmamış su için büyük bir kapta 1 torba yerleştirin. 24 saat soğutun."", ""Torbaları çıkarın. Gerektiğinde buzun üzerine dökün. Muhtemelen oranlarla kandırmak isteyeceksiniz.Sevdiğim bir demleme yapan da bu. "")"
809,Guinness Stout ile İrlandalı Sığır Güveç,PT2H30M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/80/9/pic2KSjmM.jpg""",Güveç,"C (""Et"", ""Avrupa"", ""Düşük Kolesterol"", ""Sağlıklı"", ""Aziz Patrick Günü"", ""Fırın"", ""<4 saat"")","C (""zeytinyağı"", ""defne yaprakları"", ""sığır eti güveç eti"", ""sarı soğan"", ""sarımsak karanfil"", ""kurutulmuş kekik"", ""kurutulmuş biberiye"", ""çok amaçlı un"", ""maydanoz"", ""havuç"")",4.5,57,562.7,17.3,5.5,145.2,405.1,25.8,2.6,4.3,53,"C (""6 litre ocak üst güveç veya fırın geçirmez bir tencereyi ısıtın ve yağı ve defne yapraklarını ekleyin."", ""Körfezi bir an pişirin ve sonra eti ekleyin. Her iki taraftaki eti yüksek ateşte kahverengi."", ""Soğanı ekleyin ve açık olana kadar birkaç dakika pişirin."", ""Isıyı alçaltın ve sarımsak, kekik, biberiye ve un ekleyin ve pürüzsüz olana kadar karıştırın., güveç biraz kalınlaşana kadar karıştırın. ""
""Servis yapmadan önce tuz ve karabiberi kontrol edin."")"
810,Karşı konulmaz fıstık ezmesi kurabiyeleri,PT23M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picsDTRcP.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picQUQE6M.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picqOGlTf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picfypkPF.jpg"")",Çerezleri bırak,"C (""tatlı"", ""kurabiye ve kek"", ""meyve"", ""fındık"", ""<30 dakika"", ""fırın"")","C (""kısaltma"", ""kremsi fıstık ezmesi"", ""kahverengi şeker"", ""süt"", ""vanilya"", ""yumurta"", ""çok amaçlı un"", ""tuz"", ""karbonatma tozu"")",4.5,72,111.8,5.8,1.4,5.3,104.2,13.3,0.5,8,2.2,"C (""Fırını 375 dereceye kadar önceden ısıtın, fıstık ezmesi, kısalma, kahverengi şeker, süt, vanilya ve yumurtayı büyük bir kasede birleştirin."", ""İyi harmanlanana kadar orta hızda elektrikli karıştırıcıda çırpın."", ""Un, tuz ve pişirmeyi birleştirin.Soda. "","" Düşük hızda kremalı karışıma ekleyin. "","" Karışıncaya kadar karıştırın.7 ila 8 dakika boyunca veya ayarlanana ve kahverengiye başlayana kadar 375 derecede. "",
""Soğutma rafına çıkarmadan önce fırın tepsisinde 2 dakika soğutun."")"
820,Sağlıklı Pasta Kabuğu,PT51M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/0/picC6KbOG.jpg""",Kek,"C (""tatlı"", ""<15 dakika"", ""kolay"")","C (""un"", ""tuz"", ""kanola yağı"", ""yağsız süt"")",4.5,33,1231.1,74.7,5.7,0.8,1190,121.5,4.2,0.4,17.8,"C (""Yağı un ve tuzla birleştirin."", ""Sütle çiseleyin."", ""Bu 2 kabuk veya bir üst ve bir alt tadını çıkarır! Cindy"")"
822,Heloise's Cake Mix kurabiyeleri,PT8M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/J5yo3kfS3SCbsHKu0fu4_cake%20mix%20cookies%20SITE-1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/tXcjsVp6RVaRFilonjgr_cake%20mix%20cookies%20SITE-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/PvOa18DGS3uFPDM9cynd_cake%20mix%20cookies%20SITE-3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/XOrDlVHZT7CGYPCRKpWT_cake%20mix%20cookies%20SITE-4.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/01466127361.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/JcU0dUq2S3qhViOtihEk_IMG_20160404_185830.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/Cb3IPkRs23UpoV0sB1ng_IMG_20160422_212517.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picgNnsSz.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picbvLwqV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picFgP67S.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picPXXC15.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/pic6nNkE7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picHSfrLK.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/pic9PBXUL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/pic0ijdXt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/pici33MGH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picCrMIOc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/piclAwj1X.jpg"",
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/2/picJpCuD4.jpg"")",Çerezleri bırak,"C (""tatlı"", ""kurabiye ve kek"", ""<15 dakika"", ""fırın"", ""kolay"")","""Yumurtalar""",5,85,137.4,7.3,1.1,15.5,148.2,16.7,0.2,11.7,1.5,"C (""Topakları çıkarmak için tüm malzemeleri iyice karıştırın."", ""Eğer arzu ederseniz kuru üzüm ve/veya fındık ve/veya çikolata parçaları karıştırın."", ""Yaklaşık 2 inç aralıklarla yüzmemiş bir fırın tepsisine çay kaşığı bırakın.""""8-10 dakika boyunca 350 ° F'de pişirin."")"
824,3 Berry Shakes,PT8M,character(0),Sallamak,"C (""İçecekler"", ""Öğle Yemeği/Atıştırmalıkları"", ""<15 dakika"", ""Kolay"")","C (""Dondurulmuş Çilek"", ""Yağsız Süt"", ""Yaban Mersini"")",5,1,149.4,0.4,0.1,1.5,56.2,34,2.8,18.9,3.7,"C (""Dondurulmuş çilek, süt, ahududu reçeli, dondurulmuş yaban mersini ve neufchatel peynirini blender kabına yerleştirin."", ""Pürüzsüz olana kadar örtün ve karıştırın."", ""Gerekirse, karışımı istenen kıvamı yapmak için daha fazla süt ekleyin.""""4 bardak içine dökün."", ""İstenirse, taze çilek, ahududu ve yaban mersini ile süsleyin, hemen servis yapın."")"
825,Limon ve karabiber ile pişmiş balık,PT40M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/5/picQ7PwNR.jpg""",Çok düşük karbonhidrat,"C (""Yüksek Protein"", ""Sağlıklı"", ""Boş ..."", ""Yüksek ..."", ""<15 dakika"", ""Fırın"")","C (""Tuz"", ""Zerdeçal"", ""Kimyon Tozu"", ""Taze Karabiber"", ""Sarımsak"", ""Limon Suyu"")",5,16,132.4,2.2,0.3,62.3,379.8,0.7,0.1,0.1,26,"C (""Balık filetolarını orta boy bir kaseye yerleştirin ve tuz, zerdeçal, kimyon, karabiber ve sarımsak serpin, iyi kaplamak için fırlatın."", ""Buzdolabında 50 - 60 dakika boyunca örtün ve marine edin.400 dereceye kadar F. "","" 8 x 8 inçlik bir pişirme tabağının altını bitkisel yağla kaplayın. "","" Balıkları fırın kabının içine tek bir tabakaya yerleştirin ve turşuyu üstüne dökün. "","" Bakın20-25 dakika boyunca ortaya çıkarıldı.
""Servis yapmadan 5 dakika önce limon suyu serpin."")"
828,Çingene Tart,PT50M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/8/picHeq1Vn.jpg""",Tatlı,"C (""<60 dakika"", ""<15 dakika"", ""fırın"", ""kolay"")","C (""Buharlaştırılmış Süt"", ""Karanlık Muscovado Şekeri"")",4.5,3,479.7,16.6,5.9,19.2,274.4,77.8,1.3,54.6,6.7,"C (""Fırını 400 ° F, 200 ° C, Gaz 6."", ""Hamura açın ve 10 inç (25 cm) börek halkası için kullanın ve pişene kadar 15-20 dakika kör pişirmek için kullanın."", ""Soğumaya bırakın."","" Süt ve şekeri hafif ve kabarık olana kadar 10-15 dakika boyunca buharlaştırdı. "","" Pasta kasasına dökün ve 10 dakika pişirin. "","" Biraz yapışkan bir tepeye sahip olacak, ancak tamamen ayarlanmayacakTamamen soğudu. "","" Soğuk servis. "")"
833,Hamantaschen-Cookies (Haman'ın HAP),PT8M,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/3/picnjef7k.jpg""",Tatlı,"C (""kurabiye ve kek"", ""Avrupa"", ""<15 dakika"", ""Fırın"")","C (""Yumurtalar"", ""Şeker"", ""Turuncu Rezik"", ""Margarin"", ""Tereyağı"", ""Çok Amaçlı U Ürün"", ""Ağarsız un"", ""Budu Doldurma"")",5,2,89.8,4.3,0.9,15.5,50.5,11.2,0.3,3.2,1.6,"C (""Hamantaschen, Yahudi takviminde şenlikli bir tatil olan Purim'in geleneksel kurabiyeleridir."", ""Gres kurabiye tabakaları."", ""Büyük kasede, yumurtaları hafifçe çırpın."", ""Şeker, portakal kabuğu ve margarin ekleyin;karışım hafif ve kabarıktır. ""350 ° F'ye fırın.
""Kalan hamuru buzdolabında tutun."", ""Unlu 3 inç yuvarlak kurabiye kesici ile kesin."", ""Yağlı kurabiye tabakalarına 1 inç arayla yerleştirin."", ""Kaşık yığın çay kaşığı her dairenin ortasında nemlendirin. Hamurun nemli kenarları,su ile daireler. "","" Diyagramda gösterildiği gibi üçgenlere şekillendirin, dolguyu tamamen örtmeden katlayın. "","" 8-12 dakika veya kenarlar açık altın kahverengi olana kadar pişirin. "", ""Serin 1 dakika; çerez tabakalarından çıkarın."")"
834,En iyi hamburger diane,PT1M,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/piclYN3AY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picv4jMUO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picTI11VM.jpg"")",ET,"C (""çok düşük karbonhidratlar"", ""yüksek protein"", ""yüksek ..."", ""<15 dakika"", ""soba üstü"")","C (""tuz"", ""biber"", ""tereyağı"", ""hazırlanmış hardal"", ""limon suyu"", ""worcestershire sosu"")",4.5,46,458.6,38.1,16.5,127.6,834.8,1.2,0.2,0.5,26.3,"C (""Zemin turunu, tuzu ve karabiberi hafifçe karıştırın ve 3 1 inç köfte haline getirin."", ""Terörüyle tereyağını eritin. Isıdan çıkarın. Hardalı tereyağına karıştırın, ısıya dönün. Orta ateşte sote yaklaşık 5 HamburgerHer iki tarafı çıkarın ve sıcak tutun. "","" Panlamak için limon suyu ve Worcestershire sosu ekleyin ve iyi harmanlanana kadar karıştırın. ""ara sıra. "","" Kızarmış Fransız ekmeğini kullan. ""
)"
842,Hobo ekmeği,PT54M,character(0),Hızlı ekmek,"C (""Ekmekler"", ""Düşük Kolesterol"", ""Sağlıklı"", ""<15 dakika"", ""Fırın"")","C (""kuru üzüm"", ""su"", ""kabartma tozu"", ""un"", ""kahverengi şeker"", ""tuz"", ""vanilya"")",4,10,1219.4,19.4,2.6,0,1687.5,250,9,129.1,19.9,"C (""Kuru üzüm üzerine su dökün."", ""Kabartma tozu ekleyin."", ""Gece boyunca durun. Sabah kalan malzemeleri ekleyin."", ""Üç 1 kiloluk kahve teneke kutusunu yağlayın ve 1 saat boyunca 350'de pişirin, sonra ekmeği çıkarın.kutular. "")"
